Marital status,Course,Previous qualification,Mother's qualification,Father's qualification,Displaced,Educational special needs,Gender,Age at enrollment,International,Target
Single,Equinculture,Technological specialization course,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,19,No,Dropout
Single,Social Service,Secondary education,Higher education - degree,Basic education 3rd cycle,No,No,Female,26,No,Graduate
Single,Basic Education,Secondary education,Unknown education level,Unknown education level,Yes,No,Female,21,No,Dropout
Single,Management,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,18,No,Graduate
Single,Basic Education,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,20,No,Graduate
Single,Management,Secondary education,Secondary education,Secondary education,No,No,Female,25,No,Dropout
Single,Management,Secondary education,Secondary education,Basic education 2nd cycle,No,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Specialized higher studies course,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Social Service,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Female,18,No,Graduate
Single,Veterinary Nursing,Higher education - degree 1st cycle,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,26,No,Dropout
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,No,No,Female,19,No,Graduate
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,19,No,Graduate
Single,Tourism,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Frequency of higher education,Secondary education,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Social Service,Secondary education,Secondary education,Secondary education,No,No,Female,18,No,Graduate
Single,Computer Science,Technological specialization course,Basic education 3rd cycle,Basic education 1st cycle,No,No,Female,26,No,Dropout
Single,Social Service,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,20,No,Graduate
Single,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,No,No,Female,19,No,Graduate
Single,Social Service,Secondary education,Unknown education level,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Social Service,Technological specialization course,Basic education 2nd cycle,Basic education 1st cycle,No,No,Female,19,No,Graduate
Single,Basic Education,Higher education - degree 1st cycle,Specialized higher studies course,Higher education - degree,No,No,Female,40,No,Graduate
Single,Nursing,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Social Service,Secondary education,Higher education - degree,Secondary education,No,No,Female,19,No,Graduate
Single,Equinculture,Secondary education,Higher education - bachelor's degree,12th year of schooling not completed,No,No,Female,18,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Higher education - degree,Higher education - degree,Yes,No,Female,18,No,Dropout
Married,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,33,No,Graduate
Single,Agronomy,Higher education - degree,Higher education - degree,Higher education - degree,No,No,Female,35,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Divorced,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,39,No,Graduate
Married,Social Service,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,44,No,Graduate
Single,Tourism,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,24,No,Dropout
Single,Journalism and Communication,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,20,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Secondary education,Yes,No,Female,19,No,Dropout
Married,Nursing,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,No,No,Female,18,No,Graduate
Single,Tourism,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,22,No,Dropout
Single,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,18,No,Graduate
Single,Nursing,Basic education 3rd cycle,Basic education 2nd cycle,Basic education 1st cycle,No,No,Female,24,No,Graduate
Single,Management Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,33,No,Dropout
Single,Veterinary Nursing,Higher education - master's degree 2nd cycle,Higher education - degree,Technological specialization course,No,No,Female,26,No,Dropout
Single,Basic Education,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Journalism and Communication,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,No,No,Female,19,No,Dropout
Single,Veterinary Nursing,Professional higher technical course,Basic education 3rd cycle,Basic education 1st cycle,Yes,No,Female,22,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Female,21,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,Yes,No,Female,21,No,Graduate
Single,Basic Education,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Dropout
Married,Social Service Evening Program,Secondary education,Basic education 1st cycle,Technological specialization course,No,No,Female,50,No,Graduate
Single,Journalism and Communication,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Divorced,Management Evening Program,Secondary education,Secondary education,Basic education 1st cycle,No,No,Female,35,No,Graduate
Married,Veterinary Nursing,Basic education 3rd cycle,Basic education 2nd cycle,Basic education 2nd cycle,No,No,Female,31,No,Dropout
Single,Management,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,34,No,Dropout
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,18,No,Graduate
Divorced,Nursing,Basic education 3rd cycle,Basic education 2nd cycle,Basic education 3rd cycle,No,No,Female,26,No,Dropout
Single,Basic Education,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Single,Management,Professional higher technical course,Higher education - degree,Higher education - master's degree,No,No,Female,20,No,Graduate
Single,Social Service,Secondary education,Unknown education level,Unknown education level,No,No,Female,19,No,Graduate
Single,Basic Education,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,18,No,Graduate
Single,Management Evening Program,Higher education - degree,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,28,No,Graduate
Single,Social Service Evening Program,Technological specialization course,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,21,No,Graduate
Single,Journalism and Communication,Secondary education,8th year of schooling,Basic education 1st cycle,Yes,No,Female,18,No,Dropout
Single,Veterinary Nursing,Secondary education,Secondary education,Secondary education,No,No,Female,20,No,Dropout
Single,Veterinary Nursing,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,19,No,Graduate
Single,Social Service,Secondary education,Higher education - degree,Basic education 3rd cycle,Yes,No,Female,20,No,Graduate
Single,Veterinary Nursing,Technological specialization course,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,22,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 1st cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Dropout
Single,Management,Secondary education,Basic education 2nd cycle,Basic education 1st cycle,Yes,No,Female,19,No,Dropout
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,19,No,Graduate
Single,Animation and Multimedia Design,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Communication Design,Higher education - degree 1st cycle,Secondary education,Basic education 3rd cycle,Yes,No,Female,21,No,Graduate
Single,Management Evening Program,Higher education - degree 1st cycle,Secondary education,Basic education 3rd cycle,No,No,Female,27,No,Graduate
Single,Social Service,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,19,No,Graduate
Divorced,Veterinary Nursing,Secondary education,Unknown education level,Unknown education level,No,No,Female,25,No,Dropout
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Higher education - degree,Basic education 3rd cycle,Secondary education,No,No,Female,24,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,20,No,Graduate
Single,Management Evening Program,Higher education - degree 1st cycle,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,26,No,Graduate
Single,Social Service,Secondary education,Secondary education,Basic education 2nd cycle,Yes,No,Female,20,No,Graduate
Single,Veterinary Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,18,No,Graduate
Single,Veterinary Nursing,Secondary education,Secondary education,Secondary education,Yes,No,Female,19,No,Graduate
Single,Basic Education,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,23,No,Dropout
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,Yes,No,Female,18,No,Graduate
Single,Nursing,Secondary education,Secondary education,Basic education 3rd cycle,No,No,Female,18,No,Dropout
Single,Nursing,Secondary education,Higher education - bachelor's degree,Secondary education,No,No,Female,19,No,Graduate
Single,Management Evening Program,Secondary education,Secondary education,Higher education - bachelor's degree,No,No,Female,30,No,Graduate
Single,Veterinary Nursing,Technological specialization course,Secondary education,Higher education - bachelor's degree,Yes,No,Female,29,No,Dropout
Single,Nursing,Secondary education,Higher education - degree,Secondary education,Yes,No,Female,19,No,Graduate
Single,Oral Hygiene,Secondary education,Basic education 3rd cycle,Higher education - bachelor's degree,Yes,No,Female,20,No,Graduate
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,20,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Widower,Veterinary Nursing,Secondary education,Basic education 3rd cycle,Secondary education,Yes,No,Female,21,No,Dropout
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Basic education 2nd cycle,No,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 1st cycle,Basic education 2nd cycle,Yes,No,Female,18,No,Graduate
Single,Social Service Evening Program,Secondary education,Basic education 1st cycle,Basic education 1st cycle,No,No,Female,27,No,Graduate
Single,Management,Secondary education,Basic education 2nd cycle,Basic education 2nd cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Secondary education,Secondary education,No,No,Female,19,No,Dropout
Single,Journalism and Communication,Secondary education,Secondary education,Basic education 3rd cycle,Yes,No,Female,19,No,Graduate
Single,Nursing,Secondary education,Basic education 3rd cycle,Basic education 3rd cycle,Yes,No,Female,18,No,Graduate
Single,Advertising and Marketing Management,Secondary education,Basic education 3rd cycle,Basic education 1st cycle,No,No,Female,18,No,Graduate
